id;source;topic;type;question;options_or_pairs;correct;explanation;tags
EXT-048;Erweitert;Nutzwertanalyse;multiple_choice;Welche Schritte gehören zur Nutzwertanalyse?;"[{""id"": ""a"", ""text"": ""Bewertungskriterien bestimmen"", ""correct"": true}, {""id"": ""b"", ""text"": ""Bewertungskriterien gewichten"", ""correct"": true}, {""id"": ""c"", ""text"": ""Bewertungsobjekte bestimmen"", ""correct"": true}, {""id"": ""d"", ""text"": ""Bewertung durchführen"", ""correct"": true}, {""id"": ""e"", ""text"": ""Immer automatisch das billigste System wählen"", ""correct"": false}]";"[""a"", ""b"", ""c"", ""d""]";;
EXT-049;Erweitert;ROI;multiple_choice;Welche Aussagen zur ROI-Berechnung bei IS sind korrekt?;"[{""id"": ""a"", ""text"": ""ROI setzt Erfolg bzw. Nutzen in Relation zu Investitionskosten."", ""correct"": true}, {""id"": ""b"", ""text"": ""Man sollte einfach den gesamten Unternehmensumsatz als Erfolg verwenden."", ""correct"": false}, {""id"": ""c"", ""text"": ""Nur dem System zurechenbare Ergebnisanteile sollten berücksichtigt werden."", ""correct"": true}, {""id"": ""d"", ""text"": ""ROI zeigt, ob eine Investition Rendite erzeugt hat."", ""correct"": true}]";"[""a"", ""c"", ""d""]";;
EXT-050;Erweitert;Wirtschaftlichkeit;true_false;Für den Vorher-Nachher-Vergleich einer IS-Investition sind operative Vergleichswerte und Transparenz wichtig.;"[{""id"": ""true"", ""text"": ""Wahr"", ""correct"": true}, {""id"": ""false"", ""text"": ""Falsch"", ""correct"": false}]";"""true""";;
EXT-051;Erweitert;ECM;multiple_choice;Welche Kernfunktionen gehören zur ECM-Definition?;"[{""id"": ""a"", ""text"": ""Capture"", ""correct"": true}, {""id"": ""b"", ""text"": ""Manage"", ""correct"": true}, {""id"": ""c"", ""text"": ""Store"", ""correct"": true}, {""id"": ""d"", ""text"": ""Preserve"", ""correct"": true}, {""id"": ""e"", ""text"": ""Deliver"", ""correct"": true}]";"[""a"", ""b"", ""c"", ""d"", ""e""]";;
EXT-052;Erweitert;ECM;multiple_choice;Welche Ziele verfolgt ECM?;"[{""id"": ""a"", ""text"": ""Dokumentenredundanz vermeiden"", ""correct"": true}, {""id"": ""b"", ""text"": ""Einheitlichen Zugriff regeln"", ""correct"": true}, {""id"": ""c"", ""text"": ""Informationen unabhängig von Quelle bereitstellen"", ""correct"": true}, {""id"": ""d"", ""text"": ""Informationen absichtlich schwer auffindbar machen"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-053;Erweitert;ECM;multiple_choice;Welche Elemente kann ein Dokument enthalten?;"[{""id"": ""a"", ""text"": ""Inhalt"", ""correct"": true}, {""id"": ""b"", ""text"": ""Struktur"", ""correct"": true}, {""id"": ""c"", ""text"": ""Layout"", ""correct"": true}, {""id"": ""d"", ""text"": ""Nur Papier"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-054;Erweitert;ECM;multiple_choice;Welche Aussagen zu Content sind korrekt?;"[{""id"": ""a"", ""text"": ""Content kann strukturierte, schwach strukturierte oder unstrukturierte Information sein."", ""correct"": true}, {""id"": ""b"", ""text"": ""Content besteht oft aus Inhalt und Metainformationen."", ""correct"": true}, {""id"": ""c"", ""text"": ""Content ist zwingend nur Papier."", ""correct"": false}, {""id"": ""d"", ""text"": ""Metadaten können der Verwaltung und Kontrolle dienen."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-055;Erweitert;ECM;multiple_choice;Welche Beispiele sind unstrukturierter Content?;"[{""id"": ""a"", ""text"": ""Video"", ""correct"": true}, {""id"": ""b"", ""text"": ""Bild"", ""correct"": true}, {""id"": ""c"", ""text"": ""Audiodatei/Sprache"", ""correct"": true}, {""id"": ""d"", ""text"": ""Formatierter Datensatz in einer Datenbank"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-056;Erweitert;ECM;multiple_choice;Welche Aussagen zum ECM-Portal sind richtig?;"[{""id"": ""a"", ""text"": ""Es kann eine browserbasierte personalisierte Oberfläche sein."", ""correct"": true}, {""id"": ""b"", ""text"": ""Es ermöglicht Zugriff auf Informationen aus unterschiedlichen Quellen."", ""correct"": true}, {""id"": ""c"", ""text"": ""Es ersetzt automatisch jede Prozessanalyse."", ""correct"": false}, {""id"": ""d"", ""text"": ""Es kann interne und externe Quellen einbinden."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-057;Erweitert;ECM;multiple_choice;Welche Aussagen zu Compliance im ECM sind korrekt?;"[{""id"": ""a"", ""text"": ""ECM kann durch sichere Speicherung unterstützen."", ""correct"": true}, {""id"": ""b"", ""text"": ""ECM kann Nachvollziehbarkeit von Transaktionen unterstützen."", ""correct"": true}, {""id"": ""c"", ""text"": ""ECM kann prozessbegleitende Dokumentation ermöglichen."", ""correct"": true}, {""id"": ""d"", ""text"": ""Compliance bedeutet, dass keine Dokumente gespeichert werden dürfen."", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-058;Erweitert;ECM;multiple_choice;Welche Aussagen zu Continuity im ECM sind korrekt?;"[{""id"": ""a"", ""text"": ""Informationen sollen sicher aufbewahrt werden."", ""correct"": true}, {""id"": ""b"", ""text"": ""Unberechtigter Zugriff soll verhindert werden."", ""correct"": true}, {""id"": ""c"", ""text"": ""Recovery-Werkzeuge können wichtig sein."", ""correct"": true}, {""id"": ""d"", ""text"": ""Kontinuität bedeutet, dass Informationen nach der Speicherung nie mehr gefunden werden müssen."", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-059;Erweitert;ECM;multiple_choice;Welche Anwendungsschwerpunkte gehören zu ECM?;"[{""id"": ""a"", ""text"": ""ECM Portal"", ""correct"": true}, {""id"": ""b"", ""text"": ""ECM Data/Document Warehouse"", ""correct"": true}, {""id"": ""c"", ""text"": ""ECM Knowledge Management"", ""correct"": true}, {""id"": ""d"", ""text"": ""ECM Workflow"", ""correct"": true}, {""id"": ""e"", ""text"": ""ECM Parkplatzverwaltung als Grundmodul"", ""correct"": false}]";"[""a"", ""b"", ""c"", ""d""]";;
EXT-060;Erweitert;ECM;matching;Ordnen Sie die fünf C des ECM zu.;"[{""left"": ""Content"", ""right"": ""Inhalte erfassen, verwalten, erschließen und bereitstellen""}, {""left"": ""Collaboration"", ""right"": ""Zusammenarbeit und Projektarbeit unterstützen""}, {""left"": ""Compliance"", ""right"": ""Rechtliche und regulatorische Vorgaben unterstützen""}, {""left"": ""Continuity"", ""right"": ""Sichere Aufbewahrung, Zugriffsschutz und Wiederherstellung""}, {""left"": ""Cost"", ""right"": ""Kosten und Nutzen der ECM-Infrastruktur betrachten""}]";"{""Content"": ""Inhalte erfassen, verwalten, erschließen und bereitstellen"", ""Collaboration"": ""Zusammenarbeit und Projektarbeit unterstützen"", ""Compliance"": ""Rechtliche und regulatorische Vorgaben unterstützen"", ""Continuity"": ""Sichere Aufbewahrung, Zugriffsschutz und Wiederherstellung"", ""Cost"": ""Kosten und Nutzen der ECM-Infrastruktur betrachten""}";;
EXT-061;Erweitert;Wissensmanagement;multiple_choice;Welche Prozesse gehören zum SECI-Modell?;"[{""id"": ""a"", ""text"": ""Sozialisation"", ""correct"": true}, {""id"": ""b"", ""text"": ""Externalisierung"", ""correct"": true}, {""id"": ""c"", ""text"": ""Kombination"", ""correct"": true}, {""id"": ""d"", ""text"": ""Internalisierung"", ""correct"": true}, {""id"": ""e"", ""text"": ""Bilanzierung"", ""correct"": false}]";"[""a"", ""b"", ""c"", ""d""]";;
EXT-062;Erweitert;Wissensmanagement;matching;Ordnen Sie die SECI-Prozesse zu.;"[{""left"": ""Implizit zu implizit"", ""right"": ""Sozialisation""}, {""left"": ""Implizit zu explizit"", ""right"": ""Externalisierung""}, {""left"": ""Explizit zu explizit"", ""right"": ""Kombination""}, {""left"": ""Explizit zu implizit"", ""right"": ""Internalisierung""}]";"{""Implizit zu implizit"": ""Sozialisation"", ""Implizit zu explizit"": ""Externalisierung"", ""Explizit zu explizit"": ""Kombination"", ""Explizit zu implizit"": ""Internalisierung""}";;
EXT-063;Erweitert;Wissensmanagement;multiple_choice;Welche Beispiele passen zur Internalisierung?;"[{""id"": ""a"", ""text"": ""Lernen aus Unterlagen und Anwendung in Übungen"", ""correct"": true}, {""id"": ""b"", ""text"": ""Ein Handbuch lesen und danach den Prozess praktisch durchführen"", ""correct"": true}, {""id"": ""c"", ""text"": ""Erfahrung direkt durch Beobachtung ohne Dokumentation weitergeben"", ""correct"": false}, {""id"": ""d"", ""text"": ""Explizites Wissen wird persönliches Können"", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-064;Erweitert;Wissensmanagement;multiple_choice;Welche Beispiele passen zur Externalisierung?;"[{""id"": ""a"", ""text"": ""Ein erfahrener Mitarbeiter erstellt eine Checkliste."", ""correct"": true}, {""id"": ""b"", ""text"": ""Erfahrungswissen wird in einem Prozessmodell beschrieben."", ""correct"": true}, {""id"": ""c"", ""text"": ""Jemand liest nur ein Handbuch und übt danach."", ""correct"": false}, {""id"": ""d"", ""text"": ""Eine Idee wird in einem Konzept dokumentiert."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-065;Erweitert;Wissensmanagement;multiple_choice;Was gehört nach Probst et al. zum inneren Kreislauf?;"[{""id"": ""a"", ""text"": ""Wissensidentifikation"", ""correct"": true}, {""id"": ""b"", ""text"": ""Wissenserwerb"", ""correct"": true}, {""id"": ""c"", ""text"": ""Wissensentwicklung"", ""correct"": true}, {""id"": ""d"", ""text"": ""Wissensverteilung"", ""correct"": true}, {""id"": ""e"", ""text"": ""Wissensnutzung"", ""correct"": true}, {""id"": ""f"", ""text"": ""Wissensbewahrung"", ""correct"": true}]";"[""a"", ""b"", ""c"", ""d"", ""e"", ""f""]";;
EXT-066;Erweitert;Wissensmanagement;multiple_choice;Was gehört bei Probst eher zu den steuernden bzw. äußeren Bausteinen?;"[{""id"": ""a"", ""text"": ""Wissensziele"", ""correct"": true}, {""id"": ""b"", ""text"": ""Wissensbewertung"", ""correct"": true}, {""id"": ""c"", ""text"": ""Wissensidentifikation"", ""correct"": false}, {""id"": ""d"", ""text"": ""Wissensverteilung"", ""correct"": false}]";"[""a"", ""b""]";;
EXT-067;Erweitert;Wissensmanagement;multiple_choice;Welche Aussagen zu implizitem Wissen sind korrekt?;"[{""id"": ""a"", ""text"": ""Es ist häufig persönliches Erfahrungswissen."", ""correct"": true}, {""id"": ""b"", ""text"": ""Es kann oft schwer direkt sprachlich artikuliert werden."", ""correct"": true}, {""id"": ""c"", ""text"": ""Es ist immer vollständig in Datenbanken gespeichert."", ""correct"": false}, {""id"": ""d"", ""text"": ""Es zeigt sich oft in Routinen und Können."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-068;Erweitert;Wissensmanagement;multiple_choice;Welche Aussagen zu explizitem Wissen sind korrekt?;"[{""id"": ""a"", ""text"": ""Es kann dokumentiert und sprachlich ausgedrückt werden."", ""correct"": true}, {""id"": ""b"", ""text"": ""Handbücher und Checklisten sind Beispiele."", ""correct"": true}, {""id"": ""c"", ""text"": ""Es kann nie gespeichert werden."", ""correct"": false}, {""id"": ""d"", ""text"": ""Es kann Grundlage für Internalisierung sein."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-069;Erweitert;Wissensmanagement;matching;Ordnen Sie die Wissenstreppe nach North in Grundzügen.;"[{""left"": ""Zeichen + Syntax"", ""right"": ""Daten""}, {""left"": ""Daten + Semantik"", ""right"": ""Information""}, {""left"": ""Information + Vernetzung"", ""right"": ""Wissen""}, {""left"": ""Wissen + Anwendung/Motivation"", ""right"": ""Handeln""}, {""left"": ""Richtiges Handeln"", ""right"": ""Kompetenz""}, {""left"": ""Kompetenz + Einzigartigkeit"", ""right"": ""Wettbewerbsfähigkeit""}]";"{""Zeichen + Syntax"": ""Daten"", ""Daten + Semantik"": ""Information"", ""Information + Vernetzung"": ""Wissen"", ""Wissen + Anwendung/Motivation"": ""Handeln"", ""Richtiges Handeln"": ""Kompetenz"", ""Kompetenz + Einzigartigkeit"": ""Wettbewerbsfähigkeit""}";;
EXT-070;Erweitert;Wissensmanagement;true_false;Wenn ein Unternehmen seine Mitarbeiter zur Externalisierung verpflichtet, ist die Wissensbewahrung automatisch vollständig gesichert.;"[{""id"": ""true"", ""text"": ""Wahr"", ""correct"": false}, {""id"": ""false"", ""text"": ""Falsch"", ""correct"": true}]";"""false""";Externalisierung hilft, garantiert aber noch keine vollständige Wissensbewahrung. Es braucht Prozesse, Qualität, Nutzung, Aktualisierung und Kultur.;
EXT-071;Erweitert;Szenario;multiple_choice;Ein Unternehmen führt ein neues ERP ein, ohne Prozesse vorher zu analysieren. Welche Risiken entstehen besonders?;"[{""id"": ""a"", ""text"": ""Das System bildet reale Prozesse schlecht ab."", ""correct"": true}, {""id"": ""b"", ""text"": ""Spaghetti-Prozesse bleiben bestehen."", ""correct"": true}, {""id"": ""c"", ""text"": ""Fachabteilungen erkennen keinen Nutzen."", ""correct"": true}, {""id"": ""d"", ""text"": ""Der ROI wird automatisch besser."", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-072;Erweitert;Szenario;multiple_choice;Ein Anbieter präsentiert nur Standardmodule und kennt die Anforderungen des Unternehmens nicht. Was ist problematisch?;"[{""id"": ""a"", ""text"": ""Die Überdeckung zwischen Anforderungen und Standardfunktionen kann kaum bewertet werden."", ""correct"": true}, {""id"": ""b"", ""text"": ""Die Vergleichbarkeit mit anderen Anbietern sinkt."", ""correct"": true}, {""id"": ""c"", ""text"": ""Eine realistische Einschätzung von Zusatzaufwand fehlt."", ""correct"": true}, {""id"": ""d"", ""text"": ""Das ist ideal, weil Anforderungen erst nach dem Kauf wichtig sind."", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-073;Erweitert;Szenario;multiple_choice;Ein System hat niedrige Lizenzkosten, verursacht aber hohe Schulungs-, Integrations- und Downtime-Kosten. Welche Methode betrachtet das am besten?;"[{""id"": ""a"", ""text"": ""TCO"", ""correct"": true}, {""id"": ""b"", ""text"": ""Nur Kaufpreisvergleich"", ""correct"": false}, {""id"": ""c"", ""text"": ""TEI, wenn zusätzlich Nutzen, Risiko und Flexibilität betrachtet werden"", ""correct"": true}, {""id"": ""d"", ""text"": ""Gar keine Wirtschaftlichkeitsrechnung"", ""correct"": false}]";"[""a"", ""c""]";;
EXT-074;Erweitert;Szenario;multiple_choice;Ein Open-Source-CRM erfüllt funktional fast alles, aber Community und Support sind schwach. Welche Entscheidung ist sinnvoll?;"[{""id"": ""a"", ""text"": ""Investitionssicherheit kritisch prüfen."", ""correct"": true}, {""id"": ""b"", ""text"": ""Support- und Wartungsmöglichkeiten klären."", ""correct"": true}, {""id"": ""c"", ""text"": ""Lizenz und Weiterentwicklung prüfen."", ""correct"": true}, {""id"": ""d"", ""text"": ""Sofort einführen, weil Open Source immer kostenlos ist."", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-075;Erweitert;Szenario;multiple_choice;Ein Unternehmen will Wissen von pensionierenden Mitarbeitern sichern. Welche Maßnahmen passen eher?;"[{""id"": ""a"", ""text"": ""Wissensstafette"", ""correct"": true}, {""id"": ""b"", ""text"": ""Interviews und Storytelling"", ""correct"": true}, {""id"": ""c"", ""text"": ""Beziehungslandkarte"", ""correct"": true}, {""id"": ""d"", ""text"": ""Nur neue Hardware kaufen"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-076;Erweitert;Szenario;multiple_choice;Welche Aussagen zu Schulungen bei der Einführung eines IS sind sinnvoll?;"[{""id"": ""a"", ""text"": ""Schulungen sollten möglichst früh geplant werden."", ""correct"": true}, {""id"": ""b"", ""text"": ""Schrittweise Heranführung kann indirekte Kosten senken."", ""correct"": true}, {""id"": ""c"", ""text"": ""Userakzeptanz ist ein psychologisches Risiko."", ""correct"": true}, {""id"": ""d"", ""text"": ""Schulungen sind unnötig, wenn das System modern aussieht."", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-077;Erweitert;Szenario;multiple_choice;Ein neues ECM soll Rechnungen, Verträge und Projektunterlagen zentral verwalten. Welche ECM-Ziele sind betroffen?;"[{""id"": ""a"", ""text"": ""Redundanzen vermeiden"", ""correct"": true}, {""id"": ""b"", ""text"": ""Einheitliche Zugriffsregelung"", ""correct"": true}, {""id"": ""c"", ""text"": ""Sichere Speicherung und Nachvollziehbarkeit"", ""correct"": true}, {""id"": ""d"", ""text"": ""Informationen nur lokal auf einzelnen PCs verstecken"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-078;Erweitert;Szenario;multiple_choice;Eine Software soll exakt einen einzigartigen Sonderprozess unterstützen, der Wettbewerbsvorteile bringt. Was spricht eher für Individualsoftware?;"[{""id"": ""a"", ""text"": ""Sehr spezifische Anforderungen"", ""correct"": true}, {""id"": ""b"", ""text"": ""Potenzielle Differenzierung"", ""correct"": true}, {""id"": ""c"", ""text"": ""Gute interne oder externe Entwicklungskompetenz"", ""correct"": true}, {""id"": ""d"", ""text"": ""Der Prozess ist völlig branchenüblich und nicht strategisch"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-079;Erweitert;Szenario;multiple_choice;Ein Unternehmen will bei der Systemauswahl drei Anbieter vergleichen. Was sollte es tun?;"[{""id"": ""a"", ""text"": ""Muss-/Soll-/Kann-Anforderungen definieren"", ""correct"": true}, {""id"": ""b"", ""text"": ""Anbieter schriftlich und vergleichbar befragen"", ""correct"": true}, {""id"": ""c"", ""text"": ""TCO und Nutzen bewerten"", ""correct"": true}, {""id"": ""d"", ""text"": ""Sofort den Anbieter wählen, mit dem man früher schon gearbeitet hat"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-080;Erweitert;Szenario;multiple_choice;Welche Kennzahlen können helfen, den Nutzen eines neuen IS nach der Einführung zu beurteilen?;"[{""id"": ""a"", ""text"": ""Bearbeitungszeit pro Vorgang"", ""correct"": true}, {""id"": ""b"", ""text"": ""Fehlerquote"", ""correct"": true}, {""id"": ""c"", ""text"": ""Anzahl manueller Schritte"", ""correct"": true}, {""id"": ""d"", ""text"": ""Userakzeptanz bzw. Nutzungsgrad"", ""correct"": true}, {""id"": ""e"", ""text"": ""Nur die Farbe der Benutzeroberfläche"", ""correct"": false}]";"[""a"", ""b"", ""c"", ""d""]";;
